Are you self-employed?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Do you currently have a mental health disorder?,Do you have a family history of mental illness?,Do you have previous employers?,Do you know the options for mental health care available under your employer-provided health coverage?,Does your employer offer resources to learn more about mental health disorders and options for seeking help?,Does your employer provide mental health benefits as part of healthcare coverage?,Have you ever sought treatment for a mental health disorder from a mental health professional?,Have you had a mental health disorder in the past?,Have you observed or experienced a *supportive or well handled response* to a mental health issue in your current or previous workplace?,Have your previous employers provided mental health benefits?,How many employees does your company or organization have?,How willing would you be to share with friends and family that you have a mental illness?,"If a mental health issue prompted you to request a medical leave from work, how easy or difficult would it be to ask for that leave?","If you have a mental health disorder, how often do you feel that it interferes with your work when being treated effectively?","If you have a mental health disorder, how often do you feel that it interferes with your work when not being treated effectively (i.e., when you are experiencing symptoms)?",Is your employer primarily a tech company/organization?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Were you aware of the options for mental health care provided by your previous employers?,What country do you live in?,What country do you work in?,What is your age?,Would you bring up your *mental* health with a potential employer in an interview?,Would you feel comfortable discussing a mental health issue with your coworkers?,Would you have been willing to discuss your mental health with your direct supervisor(s)?,year
0,None did,No,Yes,1,Yes,None did,Yes,1,Yes,Maybe/Not sure,Some did,500-1000,Very open,Somewhat easy,Rarely,Often,0,Yes,"No, I only became aware later",United States of America,United States of America,46.0,No,Yes,Some of my previous supervisors,2017
0,None did,Yes,I don't know,1,No,None did,Yes,1,Yes,Maybe/Not sure,I don't know,500-1000,Neutral,Somewhat difficult,Sometimes,Often,0,I don't know,N/A (was not aware),United States of America,United States of America,27.0,Maybe,No,"No, none of my previous supervisors",2017
0,None did,Yes,Yes,1,Yes,None did,Yes,1,Yes,"Yes, I observed",I don't know,100-500,Very open,Difficult,Rarely,Often,0,Yes,N/A (was not aware),United States of America,United States of America,39.0,No,Maybe,"No, none of my previous supervisors",2017
0,Some did,Possibly,Yes,1,No,"Yes, they all did",I don't know,1,Yes,"Yes, I experienced",Some did,26-100,Not open at all,I don't know,Sometimes,Often,1,I don't know,"Yes, I was aware of all of them",United States of America,United States of America,33.0,Maybe,No,Some of my previous supervisors,2017
1,None did,Yes,Yes,1,Unknown,None did,Unknown,1,Yes,No,Some did,Unknown,Very open,Unknown,Sometimes,Often,Unknown,Unknown,"No, I only became aware later",United States of America,United States of America,38.0,No,Unknown,"No, none of my previous supervisors",2017
0,Unknown,No,No,0,Unknown,Unknown,Not eligible for coverage / NA,0,No,Maybe/Not sure,Unknown,26-100,Not open at all,Difficult,Not applicable to me,Not applicable to me,0,I don't know,Unknown,United Kingdom,United Kingdom,35.0,No,No,Unknown,2017
0,None did,Yes,No,1,No,None did,No,1,Possibly,"Yes, I experienced","No, none did",More than 1000,Not open at all,Neither easy nor difficult,Sometimes,Rarely,1,I don't know,N/A (none offered),Czech Republic,Germany,32.0,No,Maybe,"No, none of my previous supervisors",2017
0,Some did,Yes,I don't know,1,Yes,"Yes, they all did",Yes,0,Possibly,"Yes, I observed",I don't know,More than 1000,Neutral,Somewhat easy,Rarely,Often,1,I don't know,N/A (was not aware),United States of America,United States of America,26.0,No,No,"No, none of my previous supervisors",2017
0,Some did,Yes,Yes,1,Yes,Some did,Yes,1,Yes,"Yes, I observed",Some did,100-500,Very open,Somewhat difficult,Rarely,Often,1,I don't know,I was aware of some,United States of America,United States of America,50.0,Yes,Maybe,"No, none of my previous supervisors",2017
0,Some did,Yes,Yes,1,Yes,Some did,I don't know,1,Yes,No,I don't know,100-500,Very open,Somewhat easy,Rarely,Not applicable to me,1,I don't know,N/A (was not aware),United States of America,United States of America,31.0,Maybe,Yes,Some of my previous supervisors,2017
0,Unknown,Don't Know,Yes,0,No,Unknown,I don't know,0,No,No,Unknown,More than 1000,Somewhat not open,Somewhat difficult,Not applicable to me,Not applicable to me,1,I don't know,Unknown,Romania,Romania,46.0,Maybe,Maybe,Unknown,2017
0,None did,Yes,Yes,1,No,Some did,Yes,1,Yes,No,Some did,26-100,Very open,Somewhat easy,Rarely,Often,1,Yes,I was aware of some,United States of America,United States of America,30.0,Maybe,Maybe,"No, none of my previous supervisors",2017
0,Some did,Yes,I don't know,1,No,Some did,Yes,1,Yes,No,Some did,More than 1000,Very open,Somewhat difficult,Sometimes,Often,1,I don't know,I was aware of some,United States of America,United States of America,30.0,Maybe,Maybe,Some of my previous supervisors,2017
0,None did,Yes,No,1,No,Some did,No,1,Yes,"Yes, I observed","No, none did",100-500,Very open,Neither easy nor difficult,Rarely,Often,1,I don't know,I was aware of some,Germany,Germany,34.0,Maybe,Maybe,Some of my previous supervisors,2017
0,None did,No,No,1,Yes,None did,Yes,0,No,Maybe/Not sure,"No, none did",More than 1000,Not open at all,Difficult,Not applicable to me,Not applicable to me,0,Yes,N/A (was not aware),United Kingdom,United Kingdom,42.0,Maybe,No,"No, none of my previous supervisors",2017
0,None did,Yes,Yes,1,Yes,Some did,Yes,1,Yes,"Yes, I experienced","Yes, they all did",More than 1000,Very open,Somewhat difficult,Sometimes,Often,1,No,"Yes, I was aware of all of them",United States of America,United States of America,24.0,Maybe,Maybe,Some of my previous supervisors,2017
1,Some did,Yes,Yes,1,Unknown,Some did,Unknown,1,Yes,"Yes, I experienced",Some did,Unknown,Very open,Unknown,Sometimes,Often,Unknown,Unknown,"Yes, I was aware of all of them",United States of America,United States of America,30.0,Yes,Unknown,Some of my previous supervisors,2017
0,Unknown,Don't Know,I don't know,0,Yes,Unknown,Yes,0,Don't Know,No,Unknown,26-100,Not open at all,Somewhat easy,Not applicable to me,Not applicable to me,1,I don't know,Unknown,Canada,Canada,23.0,Maybe,Yes,Unknown,2017
0,None did,Yes,Yes,1,Yes,None did,Yes,1,Yes,No,"Yes, they all did",100-500,Somewhat not open,Somewhat easy,Rarely,Often,1,I don't know,I was aware of some,United States of America,United States of America,31.0,No,No,"No, none of my previous supervisors",2017
0,None did,Possibly,I don't know,1,No,None did,No,0,No,Maybe/Not sure,"No, none did",26-100,Not open at all,I don't know,Rarely,Sometimes,1,I don't know,N/A (none offered),Finland,Finland,31.0,Yes,Maybe,"No, none of my previous supervisors",2017
0,None did,Yes,Yes,1,Yes,None did,Yes,1,Yes,"Yes, I experienced",I don't know,100-500,Somewhat open,Somewhat easy,Sometimes,Often,1,I don't know,N/A (was not aware),United States of America,United States of America,27.0,Maybe,Yes,"No, none of my previous supervisors",2017
1,None did,No,No,1,Unknown,None did,Unknown,0,Possibly,No,Some did,Unknown,Not open at all,Unknown,Not applicable to me,Not applicable to me,Unknown,Unknown,"No, I only became aware later",Pakistan,Pakistan,26.0,Yes,Unknown,Some of my previous supervisors,2017
0,None did,No,Yes,1,Yes,Some did,Yes,0,No,"Yes, I observed","Yes, they all did",500-1000,Very open,Somewhat difficult,Not applicable to me,Not applicable to me,0,I don't know,"Yes, I was aware of all of them",United States of America,United States of America,52.0,No,No,"No, none of my previous supervisors",2017
0,None did,Possibly,I don't know,1,No,None did,No,0,Don't Know,"Yes, I observed",I don't know,1-5,Not open at all,I don't know,Rarely,Often,1,I don't know,N/A (none offered),United States of America,United States of America,37.0,Maybe,No,"No, none of my previous supervisors",2017
0,Unknown,No,No,0,Unknown,Unknown,No,0,Possibly,No,Unknown,500-1000,Neutral,Somewhat easy,Not applicable to me,Not applicable to me,0,No,Unknown,Canada,Canada,37.0,Maybe,Maybe,Unknown,2017
0,None did,Yes,Yes,1,Yes,None did,Yes,1,Yes,No,Some did,More than 1000,Very open,Very easy,Rarely,Often,0,Yes,N/A (was not aware),United States of America,United States of America,38.0,No,Yes,"No, none of my previous supervisors",2017
1,None did,Yes,Yes,1,Unknown,None did,Unknown,1,Yes,No,Some did,Unknown,Very open,Unknown,Sometimes,Often,Unknown,Unknown,I was aware of some,United States of America,United States of America,57.0,Maybe,Unknown,Some of my previous supervisors,2017
0,None did,Yes,Yes,1,Yes,None did,Yes,1,No,Maybe/Not sure,"No, none did",More than 1000,Very open,Somewhat easy,Rarely,Sometimes,1,I don't know,N/A (was not aware),United States of America,United States of America,34.0,No,Maybe,Some of my previous supervisors,2017
0,None did,No,Yes,1,Yes,None did,Yes,1,Possibly,"Yes, I observed","Yes, they all did",More than 1000,Not open at all,Difficult,Rarely,Sometimes,1,I don't know,"Yes, I was aware of all of them",Germany,Germany,38.0,No,No,"No, none of my previous supervisors",2017
0,None did,Possibly,I don't know,1,No,None did,I don't know,1,No,"Yes, I observed",Some did,26-100,Very open,Neither easy nor difficult,Rarely,Sometimes,1,Yes,I was aware of some,United States of America,United States of America,30.0,Maybe,Maybe,Some of my previous supervisors,2017
0,Some did,Possibly,No,1,Yes,None did,Yes,0,Don't Know,No,"Yes, they all did",More than 1000,Very open,Somewhat easy,Rarely,Rarely,0,Yes,I was aware of some,United States of America,United States of America,52.0,No,No,Some of my previous supervisors,2017
1,None did,Yes,No,1,Unknown,None did,Unknown,1,Yes,No,"Yes, they all did",Unknown,Not open at all,Unknown,Sometimes,Often,Unknown,Unknown,I was aware of some,United States of America,United States of America,31.0,Maybe,Unknown,Some of my previous supervisors,2017
1,Some did,No,I don't know,1,Unknown,Some did,Unknown,0,Possibly,"Yes, I observed","Yes, they all did",Unknown,Very open,Unknown,Not applicable to me,Not applicable to me,Unknown,Unknown,"No, I only became aware later",Germany,Germany,29.0,Yes,Unknown,Some of my previous supervisors,2017
0,Unknown,Don't Know,Yes,0,No,Unknown,I don't know,0,No,No,Unknown,6-25,Not open at all,Difficult,Not applicable to me,Not applicable to me,1,I don't know,Unknown,United Kingdom,United Kingdom,26.0,No,No,Unknown,2017
0,None did,Yes,I don't know,1,No,None did,Yes,1,Yes,Maybe/Not sure,"No, none did",26-100,Somewhat not open,Somewhat difficult,Often,Sometimes,0,Yes,N/A (none offered),United States of America,United States of America,29.0,No,No,"No, none of my previous supervisors",2017
0,None did,Yes,Yes,1,Yes,Some did,Yes,1,Yes,"Yes, I experienced",Some did,More than 1000,Very open,I don't know,Often,Often,1,Yes,I was aware of some,United States of America,United States of America,44.0,Yes,Maybe,Some of my previous supervisors,2017
1,None did,Possibly,I don't know,1,Unknown,None did,Unknown,0,Don't Know,I've always been self-employed,I don't know,Unknown,Neutral,Unknown,Not applicable to me,Not applicable to me,Unknown,Unknown,N/A (was not aware),Canada,Canada,18.0,Yes,Unknown,I don't know,2017
0,None did,Yes,Yes,1,Unknown,Some did,Not eligible for coverage / NA,1,Yes,"Yes, I observed",Some did,More than 1000,Very open,Very easy,Rarely,Sometimes,1,Yes,I was aware of some,Australia,Australia,42.0,No,Yes,Some of my previous supervisors,2017
0,None did,Possibly,Yes,1,Yes,None did,Yes,1,Possibly,Maybe/Not sure,"No, none did",6-25,Neutral,Somewhat easy,Sometimes,Often,0,Yes,N/A (was not aware),United States of America,United States of America,30.0,No,No,"No, none of my previous supervisors",2017
0,None did,Yes,I don't know,1,No,None did,Yes,1,Yes,No,"No, none did",100-500,Very open,Very easy,Never,Sometimes,1,I don't know,N/A (none offered),United States of America,United States of America,29.0,No,Yes,I don't know,2017
0,Unknown,Yes,Yes,0,Yes,Unknown,Yes,1,Possibly,No,Unknown,More than 1000,Very open,Neither easy nor difficult,Sometimes,Often,1,I don't know,Unknown,United States of America,United States of America,27.0,No,Maybe,Unknown,2017
0,None did,Yes,Yes,1,Yes,Some did,Yes,1,Yes,"Yes, I experienced",Some did,More than 1000,Somewhat not open,Somewhat easy,Rarely,Often,1,Yes,I was aware of some,United States of America,United States of America,39.0,Maybe,Maybe,"No, none of my previous supervisors",2017
0,Some did,No,Yes,1,Yes,None did,Yes,1,No,"Yes, I observed",Some did,100-500,Somewhat open,Very easy,Not applicable to me,Not applicable to me,1,Yes,"No, I only became aware later",United States of America,United States of America,40.0,Maybe,No,Some of my previous supervisors,2017
0,Some did,Possibly,Yes,1,Yes,Some did,Yes,1,Yes,Maybe/Not sure,Some did,More than 1000,Very open,I don't know,Sometimes,Sometimes,1,Yes,I was aware of some,United States of America,United States of America,36.0,Maybe,Maybe,Some of my previous supervisors,2017
1,None did,Don't Know,No,1,Unknown,"Yes, they all did",Unknown,0,No,I've always been self-employed,"No, none did",Unknown,Not open at all,Unknown,Sometimes,Sometimes,Unknown,Unknown,"No, I only became aware later",United States of America,United States of America,48.0,Maybe,Unknown,I don't know,2017
0,None did,Don't Know,No,1,Yes,None did,Yes,0,Don't Know,Maybe/Not sure,Some did,More than 1000,Very open,Somewhat easy,Not applicable to me,Not applicable to me,1,Yes,I was aware of some,United States of America,United States of America,43.0,Maybe,Maybe,Some of my previous supervisors,2017
0,Some did,Yes,Yes,1,Yes,Some did,Yes,1,Yes,Maybe/Not sure,Some did,100-500,Not open at all,Neither easy nor difficult,Sometimes,Often,1,Yes,I was aware of some,United States of America,United States of America,38.0,Maybe,Maybe,Some of my previous supervisors,2017
0,Some did,No,I don't know,1,No,Some did,I don't know,1,Yes,No,Some did,26-100,Somewhat open,Somewhat easy,Not applicable to me,Not applicable to me,1,I don't know,I was aware of some,United States of America,United States of America,42.0,Maybe,Yes,Some of my previous supervisors,2017
0,Some did,Yes,I don't know,1,Unknown,Some did,No,1,Possibly,"Yes, I experienced","No, none did",500-1000,Very open,Neither easy nor difficult,Sometimes,Often,1,Yes,N/A (was not aware),United Kingdom,United Kingdom,46.0,Yes,Yes,Some of my previous supervisors,2017
0,"Yes, they all did",Yes,Yes,1,Yes,"Yes, they all did",Yes,1,Unknown,"Yes, I observed","Yes, they all did",More than 1000,Not open at all,Difficult,Sometimes,Often,0,Yes,"Yes, I was aware of all of them",United States of America,United States of America,30.0,No,Yes,"Yes, all of my previous supervisors",2017
0,Unknown,Yes,Yes,0,Yes,Unknown,No,1,Yes,"Yes, I observed",Unknown,6-25,Very open,Difficult,Rarely,Often,0,No,Unknown,United Kingdom,United Kingdom,25.0,Maybe,Yes,Unknown,2017
0,None did,Don't Know,Yes,1,Yes,None did,Yes,0,No,Maybe/Not sure,Some did,500-1000,Very open,Very easy,Not applicable to me,Not applicable to me,1,Yes,"No, I only became aware later",Canada,Canada,28.0,Maybe,Maybe,Some of my previous supervisors,2017
0,None did,Possibly,Yes,1,Yes,None did,Yes,1,Possibly,"Yes, I observed","Yes, they all did",100-500,Very open,Neither easy nor difficult,Not applicable to me,Not applicable to me,1,I don't know,"Yes, I was aware of all of them",Germany,Germany,24.0,Maybe,Yes,"No, none of my previous supervisors",2017
0,None did,No,Yes,1,No,None did,I don't know,0,No,No,"No, none did",1-5,Somewhat open,Difficult,Not applicable to me,Not applicable to me,1,I don't know,N/A (none offered),United Kingdom,United Kingdom,26.0,Maybe,No,"No, none of my previous supervisors",2017
0,None did,Yes,Yes,1,Yes,Some did,Yes,1,Yes,"Yes, I experienced",Some did,More than 1000,Very open,Somewhat easy,Sometimes,Often,1,I don't know,I was aware of some,United States of America,United States of America,43.0,Maybe,Maybe,Some of my previous supervisors,2017
0,I don't know,Yes,I don't know,1,Yes,Some did,Yes,1,Yes,No,"Yes, they all did",More than 1000,Neutral,I don't know,Often,Often,0,I don't know,I was aware of some,United States of America,United States of America,25.0,No,No,Some of my previous supervisors,2017
0,None did,Yes,Yes,1,No,None did,Yes,0,Yes,No,Some did,More than 1000,Not open at all,I don't know,Rarely,Often,0,I don't know,"Yes, I was aware of all of them",United States of America,United States of America,34.0,Yes,No,"No, none of my previous supervisors",2017
0,None did,No,No,1,Yes,None did,Yes,0,No,Maybe/Not sure,I don't know,26-100,Somewhat open,Very easy,Not applicable to me,Not applicable to me,1,Yes,N/A (was not aware),United States of America,United States of America,28.0,Maybe,Yes,Some of my previous supervisors,2017
0,None did,Yes,I don't know,1,Unknown,None did,No,1,Possibly,"Yes, I experienced","No, none did",26-100,Very open,Somewhat difficult,Sometimes,Often,1,Yes,N/A (none offered),South Africa,South Africa,27.0,Yes,Maybe,Some of my previous supervisors,2017
0,Unknown,Don't Know,No,0,No,Unknown,No,0,Don't Know,Maybe/Not sure,Unknown,26-100,Very open,Somewhat easy,Sometimes,Sometimes,1,Yes,Unknown,India,India,22.0,Maybe,Yes,Unknown,2017
0,Unknown,No,Yes,0,No,Unknown,I don't know,0,No,No,Unknown,26-100,Not open at all,Very easy,Not applicable to me,Not applicable to me,1,Yes,Unknown,Romania,Romania,24.0,No,Yes,Unknown,2017
1,None did,Yes,No,1,Unknown,None did,Unknown,0,Unknown,No,"No, none did",Unknown,Very open,Unknown,Sometimes,Often,Unknown,Unknown,"No, I only became aware later",Pakistan,Pakistan,33.0,Maybe,Unknown,"No, none of my previous supervisors",2017
1,None did,Possibly,No,1,Unknown,None did,Unknown,1,Yes,"Yes, I experienced","Yes, they all did",Unknown,Not open at all,Unknown,Not applicable to me,Often,Unknown,Unknown,I was aware of some,Germany,Germany,41.0,Maybe,Unknown,"No, none of my previous supervisors",2017
0,Unknown,Possibly,I don't know,0,Unknown,Unknown,No,0,Possibly,"Yes, I observed",Unknown,26-100,Not open at all,I don't know,Often,Often,1,I don't know,Unknown,United Kingdom,United Kingdom,26.0,Yes,No,Unknown,2017
1,Unknown,Yes,I don't know,0,Unknown,Unknown,Unknown,1,Yes,"Yes, I experienced",Unknown,Unknown,Very open,Unknown,Rarely,Often,Unknown,Unknown,Unknown,United States of America,United States of America,39.0,Yes,Unknown,Unknown,2017
0,Unknown,Possibly,No,0,No,Unknown,I don't know,0,Possibly,Maybe/Not sure,Unknown,1-5,Neutral,Somewhat easy,Not applicable to me,Often,1,I don't know,Unknown,United States of America,United States of America,24.0,Yes,Maybe,Unknown,2017
0,None did,Yes,I don't know,1,No,None did,I don't know,1,Yes,"Yes, I experienced",I don't know,More than 1000,Very open,I don't know,Sometimes,Sometimes,1,I don't know,N/A (was not aware),United States of America,United States of America,54.0,Yes,Yes,Some of my previous supervisors,2017
0,"Yes, they all did",Yes,Yes,1,Yes,"Yes, they all did",Yes,1,Yes,"Yes, I observed","Yes, they all did",More than 1000,Very open,Somewhat easy,Sometimes,Sometimes,0,I don't know,"Yes, I was aware of all of them",United States of America,United States of America,47.0,Maybe,Yes,"Yes, all of my previous supervisors",2017
